order_id,order_date,customer_id,product_id,qty,unit_price_usd,discount_rate,revenue_usd,region,segment,category
200095,2025-01-01,10244,5050,1,1215.9,0.0,1215.9,NA,SMB,Laptop
200096,2025-01-01,10379,5026,1,689.98,0.2,551.98,LATAM,Enterprise,Tablet
200097,2025-01-01,10105,5040,2,1067.18,0.0,2134.36,NA,SMB,Laptop
200098,2025-01-02,10096,5050,1,1215.9,0.0,1215.9,NA,Consumer,Laptop
200099,2025-01-02,10003,5009,1,434.41,0.0,434.41,NA,SMB,Tablet
200100,2025-01-02,10054,5053,1,1123.09,0.0,1123.09,NA,SMB,Laptop
200101,2025-01-02,10213,5050,1,1215.9,0.0,1215.9,EU,SMB,Laptop
200102,2025-01-02,10309,5028,1,657.76,0.0,657.76,APAC,SMB,Tablet
200103,2025-01-02,10036,5004,4,1164.41,0.0,4657.64,NA,SMB,Laptop
200104,2025-01-02,10333,5018,1,1117.17,0.0,1117.17,NA,Enterprise,Laptop
200105,2025-01-02,10299,5051,1,1026.49,0.15,872.52,NA,Enterprise,Desktop
200106,2025-01-02,10050,5056,1,918.37,0.0,918.37,NA,SMB,Desktop
200107,2025-01-02,10136,5058,1,1277.1,0.0,1277.1,LATAM,Enterprise,Desktop
200108,2025-01-02,10254,5041,1,1167.65,0.0,1167.65,NA,SMB,Laptop
200109,2025-01-02,10322,5008,2,1168.09,0.0,2336.18,APAC,Consumer,Laptop
200110,2025-01-02,10327,5021,3,1155.14,0.0,3465.42,LATAM,Consumer,Laptop
200111,2025-01-02,10038,5006,1,1157.92,0.0,1157.92,APAC,SMB,Laptop
200112,2025-01-02,10026,5009,1,434.41,0.0,434.41,EU,SMB,Tablet
200113,2025-01-02,10197,5035,1,20.0,0.0,20.0,NA,SMB,Accessory
200114,2025-01-02,10091,5023,1,1014.03,0.0,1014.03,APAC,Enterprise,Laptop
200115,2025-01-02,10039,5005,1,1105.78,0.0,1105.78,NA,Enterprise,Desktop
200116,2025-01-02,10180,5026,3,689.98,0.0,2069.94,LATAM,Consumer,Tablet
200117,2025-01-02,10312,5018,1,1117.17,0.0,1117.17,EU,SMB,Laptop
200118,2025-01-02,10214,5048,3,599.98,0.0,1799.94,APAC,Enterprise,Tablet
200119,2025-01-02,10223,5037,1,1007.83,0.0,1007.83,EU,Enterprise,Laptop
200120,2025-01-02,10244,5042,1,1172.75,0.0,1172.75,NA,SMB,Laptop
200121,2025-01-02,10093,5039,1,911.36,0.15,774.66,EU,SMB,Laptop
200122,2025-01-02,10262,5030,1,1140.76,0.0,1140.76,NA,Enterprise,Desktop
200123,2025-01-02,10385,5042,1,1172.75,0.0,1172.75,EU,Enterprise,Laptop
200124,2025-01-02,10036,5054,1,695.11,0.0,695.11,NA,SMB,Tablet
200125,2025-01-02,10272,5023,1,1014.03,0.0,1014.03,EU,Enterprise,Laptop
200126,2025-01-02,10166,5035,1,20.0,0.0,20.0,EU,Enterprise,Accessory
200127,2025-01-02,10134,5030,1,1140.76,0.2,912.61,LATAM,SMB,Desktop
200128,2025-01-02,10059,5051,2,1026.49,0.0,2052.98,EU,SMB,Desktop
200129,2025-01-02,10342,5033,1,1338.94,0.0,1338.94,APAC,SMB,Laptop
200130,2025-01-02,10175,5003,3,762.05,0.0,2286.15,NA,Enterprise,Desktop
200131,2025-01-02,10151,5009,2,434.41,0.1,781.94,APAC,SMB,Tablet
200132,2025-01-02,10388,5004,1,1164.41,0.05,1106.19,APAC,Enterprise,Laptop
200133,2025-01-02,10376,5026,1,689.98,0.0,689.98,NA,SMB,Tablet
200134,2025-01-02,10038,5051,2,1026.49,0.0,2052.98,APAC,SMB,Desktop
200135,2025-01-02,10118,5034,3,1110.44,0.0,3331.32,NA,Enterprise,Laptop
200136,2025-01-02,10117,5044,1,1032.57,0.0,1032.57,NA,SMB,Desktop
200137,2025-01-02,10393,5004,2,1164.41,0.0,2328.82,APAC,SMB,Laptop
200138,2025-01-02,10010,5015,1,1151.43,0.0,1151.43,NA,SMB,Laptop
200139,2025-01-02,10024,5009,2,434.41,0.0,868.82,NA,Enterprise,Tablet
200140,2025-01-02,10336,5007,1,1104.94,0.0,1104.94,APAC,SMB,Laptop
200141,2025-01-02,10293,5045,1,1174.37,0.0,1174.37,EU,Enterprise,Laptop
200142,2025-01-02,10168,5004,3,1164.41,0.0,3493.23,NA,SMB,Laptop
200143,2025-01-02,10116,5021,1,1155.14,0.05,1097.38,APAC,Enterprise,Laptop
200144,2025-01-02,10000,5019,1,1306.17,0.0,1306.17,EU,Enterprise,Laptop
200145,2025-01-02,10169,5038,1,256.49,0.15,218.02,LATAM,SMB,Accessory
200146,2025-01-02,10221,5053,1,1123.09,0.0,1123.09,NA,Enterprise,Laptop
200147,2025-01-02,10254,5008,1,1168.09,0.0,1168.09,NA,SMB,Laptop
200148,2025-01-02,10135,5011,1,1492.86,0.0,1492.86,EU,Enterprise,Laptop
200149,2025-01-02,10018,5036,2,1186.84,0.0,2373.68,EU,SMB,Laptop
200150,2025-01-02,10103,5014,1,1095.2,0.0,1095.2,EU,SMB,Laptop
200151,2025-01-02,10089,5012,2,1337.4,0.0,2674.8,NA,Consumer,Laptop
200152,2025-01-02,10386,5049,1,914.25,0.0,914.25,APAC,Consumer,Desktop
200153,2025-01-02,10041,5033,3,1338.94,0.0,4016.82,APAC,Enterprise,Laptop
200154,2025-01-02,10327,5011,3,1492.86,0.05,4254.65,LATAM,Consumer,Laptop
200155,2025-01-02,10295,5004,4,1164.41,0.0,4657.64,LATAM,SMB,Laptop
200156,2025-01-02,10188,5014,1,1095.2,0.0,1095.2,NA,SMB,Laptop
200157,2025-01-02,10088,5018,2,1117.17,0.0,2234.34,NA,Consumer,Laptop
200158,2025-01-02,10039,5044,1,1032.57,0.2,826.06,NA,Enterprise,Desktop
200159,2025-01-02,10199,5040,1,1067.18,0.0,1067.18,EU,SMB,Laptop
200160,2025-01-02,10312,5051,3,1026.49,0.2,2463.58,EU,SMB,Desktop
200161,2025-01-02,10131,5034,1,1110.44,0.0,1110.44,EU,Enterprise,Laptop
200162,2025-01-02,10312,5056,1,918.37,0.0,918.37,EU,SMB,Desktop
200163,2025-01-02,10094,5045,3,1174.37,0.0,3523.11,NA,SMB,Laptop
200164,2025-01-02,10119,5002,2,1208.9,0.0,2417.8,APAC,SMB,Desktop
200165,2025-01-02,10374,5007,1,1104.94,0.0,1104.94,NA,Enterprise,Laptop
200166,2025-01-02,10234,5019,2,1306.17,0.0,2612.34,NA,SMB,Laptop
200167,2025-01-02,10202,5002,1,1208.9,0.0,1208.9,EU,Enterprise,Desktop
200168,2025-01-02,10223,5036,2,1186.84,0.0,2373.68,EU,Enterprise,Laptop
200169,2025-01-02,10260,5025,1,932.34,0.0,932.34,NA,Enterprise,Laptop
200170,2025-01-02,10227,5019,2,1306.17,0.15,2220.49,EU,Enterprise,Laptop
200171,2025-01-02,10281,5040,1,1067.18,0.0,1067.18,NA,SMB,Laptop
200172,2025-01-02,10093,5044,1,1032.57,0.0,1032.57,EU,SMB,Desktop
200173,2025-01-02,10328,5014,1,1095.2,0.0,1095.2,NA,Enterprise,Laptop
200174,2025-01-02,10003,5013,1,1066.92,0.0,1066.92,NA,SMB,Laptop
200175,2025-01-02,10105,5015,1,1151.43,0.0,1151.43,NA,SMB,Laptop
200176,2025-01-02,10125,5036,3,1186.84,0.0,3560.52,NA,SMB,Laptop
200177,2025-01-02,10031,5013,1,1066.92,0.0,1066.92,NA,Enterprise,Laptop
200178,2025-01-02,10324,5009,1,434.41,0.0,434.41,LATAM,Enterprise,Tablet
200179,2025-01-02,10186,5022,1,1065.87,0.0,1065.87,NA,Consumer,Laptop
200180,2025-01-02,10287,5009,1,434.41,0.0,434.41,EU,SMB,Tablet
200181,2025-01-02,10068,5012,2,1337.4,0.05,2541.06,LATAM,SMB,Laptop
200182,2025-01-02,10397,5047,1,343.27,0.0,343.27,NA,SMB,Tablet
200183,2025-01-02,10008,5046,1,1336.43,0.0,1336.43,APAC,Enterprise,Laptop
200184,2025-01-03,10256,5037,3,1007.83,0.2,2418.79,NA,SMB,Laptop
200185,2025-01-03,10367,5023,1,1014.03,0.0,1014.03,APAC,SMB,Laptop
200186,2025-01-03,10348,5034,2,1110.44,0.0,2220.88,NA,Consumer,Laptop
200187,2025-01-03,10250,5040,1,1067.18,0.0,1067.18,NA,SMB,Laptop
200188,2025-01-03,10391,5022,1,1065.87,0.1,959.28,APAC,Enterprise,Laptop
200189,2025-01-03,10165,5007,1,1104.94,0.05,1049.69,EU,SMB,Laptop
200190,2025-01-03,10141,5040,3,1067.18,0.0,3201.54,EU,SMB,Laptop
200191,2025-01-03,10054,5055,1,1241.89,0.2,993.51,NA,SMB,Laptop
200192,2025-01-03,10277,5057,1,1444.79,0.0,1444.79,APAC,SMB,Laptop
200193,2025-01-03,10304,5021,3,1155.14,0.0,3465.42,APAC,SMB,Laptop
200194,2025-01-03,10023,5022,1,1065.87,0.0,1065.87,NA,SMB,Laptop
200195,2025-01-03,10213,5021,1,1155.14,0.05,1097.38,EU,SMB,Laptop
200196,2025-01-03,10248,5002,1,1208.9,0.0,1208.9,APAC,Enterprise,Desktop
200197,2025-01-03,10069,5019,1,1306.17,0.0,1306.17,NA,SMB,Laptop
200198,2025-01-03,10203,5015,1,1151.43,0.0,1151.43,NA,Enterprise,Laptop
200199,2025-01-03,10392,5033,1,1338.94,0.0,1338.94,APAC,Consumer,Laptop
200200,2025-01-03,10318,5046,3,1336.43,0.15,3407.9,NA,SMB,Laptop
200201,2025-01-03,10380,5001,1,594.76,0.0,594.76,NA,SMB,Tablet
200202,2025-01-03,10211,5017,2,1101.42,0.0,2202.84,NA,SMB,Laptop
200203,2025-01-03,10370,5007,3,1104.94,0.0,3314.82,NA,Consumer,Laptop
200204,2025-01-03,10385,5045,1,1174.37,0.0,1174.37,EU,Enterprise,Laptop
200205,2025-01-03,10330,5017,1,1101.42,0.0,1101.42,EU,Enterprise,Laptop
200206,2025-01-03,10175,5012,1,1337.4,0.05,1270.53,NA,Enterprise,Laptop
200207,2025-01-03,10212,5050,2,1215.9,0.15,2067.03,NA,Consumer,Laptop
200208,2025-01-03,10185,5035,1,20.0,0.0,20.0,NA,Consumer,Accessory
200209,2025-01-03,10120,5013,1,1066.92,0.0,1066.92,NA,SMB,Laptop
200210,2025-01-03,10227,5021,1,1155.14,0.0,1155.14,EU,Enterprise,Laptop
200211,2025-01-03,10260,5035,1,20.0,0.2,16.0,NA,Enterprise,Accessory
200212,2025-01-03,10333,5031,1,461.86,0.0,461.86,NA,Enterprise,Tablet
200213,2025-01-03,10060,5001,1,594.76,0.0,594.76,EU,SMB,Tablet
200214,2025-01-03,10204,5022,1,1065.87,0.0,1065.87,EU,Enterprise,Laptop
200215,2025-01-03,10246,5057,2,1444.79,0.0,2889.58,NA,SMB,Laptop
200216,2025-01-03,10244,5035,1,20.0,0.2,16.0,NA,SMB,Accessory
200217,2025-01-03,10026,5021,1,1155.14,0.0,1155.14,EU,SMB,Laptop
200218,2025-01-03,10294,5044,1,1032.57,0.0,1032.57,APAC,Enterprise,Desktop
200219,2025-01-03,10005,5022,1,1065.87,0.15,905.99,APAC,Consumer,Laptop
200220,2025-01-03,10257,5042,1,1172.75,0.2,938.2,APAC,Enterprise,Laptop
200221,2025-01-03,10286,5017,1,1101.42,0.0,1101.42,NA,Consumer,Laptop
200222,2025-01-03,10120,5025,3,932.34,0.0,2797.02,NA,SMB,Laptop
200223,2025-01-03,10137,5000,2,699.84,0.0,1399.68,EU,Enterprise,Tablet
200224,2025-01-03,10112,5002,1,1208.9,0.15,1027.56,NA,Enterprise,Desktop
200225,2025-01-03,10278,5030,4,1140.76,0.0,4563.04,APAC,Consumer,Desktop
200226,2025-01-03,10084,5049,1,914.25,0.0,914.25,APAC,SMB,Desktop
200227,2025-01-03,10311,5011,1,1492.86,0.0,1492.86,NA,Enterprise,Laptop
200228,2025-01-03,10118,5006,1,1157.92,0.0,1157.92,NA,Enterprise,Laptop
200229,2025-01-03,10334,5024,2,20.0,0.0,40.0,LATAM,Enterprise,Accessory
200230,2025-01-03,10385,5022,1,1065.87,0.0,1065.87,EU,Enterprise,Laptop
200231,2025-01-03,10246,5033,1,1338.94,0.0,1338.94,NA,SMB,Laptop
200232,2025-01-03,10007,5047,1,343.27,0.0,343.27,APAC,Consumer,Tablet
200233,2025-01-03,10338,5059,3,424.5,0.0,1273.5,EU,SMB,Tablet
200234,2025-01-03,10302,5058,1,1277.1,0.15,1085.53,APAC,SMB,Desktop
200235,2025-01-03,10263,5022,2,1065.87,0.1,1918.57,NA,Enterprise,Laptop
200236,2025-01-03,10360,5043,1,1219.93,0.0,1219.93,NA,SMB,Laptop
200237,2025-01-03,10370,5045,1,1174.37,0.0,1174.37,NA,Consumer,Laptop
200238,2025-01-03,10179,5006,1,1157.92,0.0,1157.92,NA,Enterprise,Laptop
200239,2025-01-03,10358,5021,2,1155.14,0.0,2310.28,NA,Enterprise,Laptop
200240,2025-01-03,10207,5057,2,1444.79,0.0,2889.58,LATAM,SMB,Laptop
200241,2025-01-03,10017,5033,1,1338.94,0.15,1138.1,APAC,Enterprise,Laptop
200242,2025-01-03,10206,5002,1,1208.9,0.0,1208.9,APAC,Enterprise,Desktop
200243,2025-01-03,10107,5031,1,461.86,0.0,461.86,APAC,SMB,Tablet
200244,2025-01-03,10294,5002,1,1208.9,0.0,1208.9,APAC,Enterprise,Desktop
200245,2025-01-03,10155,5017,1,1101.42,0.0,1101.42,LATAM,Enterprise,Laptop
200246,2025-01-03,10294,5044,1,1032.57,0.0,1032.57,APAC,Enterprise,Desktop
200247,2025-01-03,10100,5042,1,1172.75,0.0,1172.75,LATAM,SMB,Laptop
200248,2025-01-03,10337,5055,1,1241.89,0.0,1241.89,NA,SMB,Laptop
200249,2025-01-03,10070,5053,2,1123.09,0.0,2246.18,APAC,Enterprise,Laptop
200250,2025-01-03,10081,5038,2,256.49,0.0,512.98,LATAM,Enterprise,Accessory
200251,2025-01-03,10349,5023,1,1014.03,0.0,1014.03,NA,Enterprise,Laptop
200252,2025-01-03,10293,5052,1,890.58,0.0,890.58,EU,Enterprise,Desktop
200253,2025-01-03,10010,5052,1,890.58,0.0,890.58,NA,SMB,Desktop
200254,2025-01-03,10179,5038,1,256.49,0.0,256.49,NA,Enterprise,Accessory
200255,2025-01-03,10072,5047,1,343.27,0.2,274.62,APAC,Consumer,Tablet
200256,2025-01-03,10354,5005,1,1105.78,0.0,1105.78,NA,Enterprise,Desktop
200257,2025-01-03,10304,5006,1,1157.92,0.15,984.23,APAC,SMB,Laptop
200258,2025-01-03,10307,5037,1,1007.83,0.0,1007.83,NA,SMB,Laptop
200259,2025-01-03,10089,5004,1,1164.41,0.15,989.75,NA,Consumer,Laptop
200260,2025-01-03,10289,5045,2,1174.37,0.0,2348.74,APAC,Consumer,Laptop
200261,2025-01-03,10103,5040,1,1067.18,0.0,1067.18,EU,SMB,Laptop
200262,2025-01-03,10243,5029,5,1424.2,0.15,6052.85,EU,SMB,Laptop
200263,2025-01-03,10386,5023,2,1014.03,0.0,2028.06,APAC,Consumer,Laptop
200264,2025-01-03,10318,5042,1,1172.75,0.0,1172.75,NA,SMB,Laptop
200265,2025-01-03,10305,5016,3,1120.53,0.0,3361.59,EU,Enterprise,Desktop
200266,2025-01-03,10062,5028,1,657.76,0.0,657.76,APAC,SMB,Tablet
200267,2025-01-03,10179,5042,1,1172.75,0.0,1172.75,NA,Enterprise,Laptop
200268,2025-01-03,10228,5006,2,1157.92,0.0,2315.84,APAC,SMB,Laptop
200269,2025-01-03,10054,5050,1,1215.9,0.0,1215.9,NA,SMB,Laptop
200270,2025-01-03,10252,5051,2,1026.49,0.0,2052.98,NA,SMB,Desktop
200271,2025-01-03,10107,5014,4,1095.2,0.0,4380.8,APAC,SMB,Laptop
200272,2025-01-03,10397,5012,3,1337.4,0.1,3610.98,NA,SMB,Laptop
200273,2025-01-03,10392,5035,1,20.0,0.15,17.0,APAC,Consumer,Accessory
200274,2025-01-03,10209,5012,1,1337.4,0.0,1337.4,NA,Enterprise,Laptop
200275,2025-01-03,10316,5046,1,1336.43,0.0,1336.43,LATAM,SMB,Laptop
200276,2025-01-03,10382,5007,1,1104.94,0.0,1104.94,EU,Enterprise,Laptop
200277,2025-01-03,10027,5015,1,1151.43,0.0,1151.43,LATAM,SMB,Laptop
200278,2025-01-03,10077,5020,1,1103.76,0.0,1103.76,LATAM,SMB,Desktop
200279,2025-01-03,10282,5022,1,1065.87,0.0,1065.87,NA,SMB,Laptop
200280,2025-01-03,10076,5024,1,20.0,0.0,20.0,LATAM,SMB,Accessory
200281,2025-01-03,10150,5005,1,1105.78,0.0,1105.78,NA,SMB,Desktop
200282,2025-01-03,10356,5011,1,1492.86,0.0,1492.86,APAC,Enterprise,Laptop
200283,2025-01-03,10287,5053,1,1123.09,0.0,1123.09,EU,SMB,Laptop
200284,2025-01-03,10180,5009,1,434.41,0.0,434.41,LATAM,Consumer,Tablet
200285,2025-01-03,10118,5021,1,1155.14,0.0,1155.14,NA,Enterprise,Laptop
200286,2025-01-03,10167,5027,2,1124.4,0.0,2248.8,EU,SMB,Laptop
200287,2025-01-03,10052,5054,1,695.11,0.0,695.11,NA,Consumer,Tablet
200288,2025-01-03,10338,5000,1,699.84,0.0,699.84,EU,SMB,Tablet
200289,2025-01-03,10007,5036,1,1186.84,0.0,1186.84,APAC,Consumer,Laptop
200290,2025-01-03,10052,5029,1,1424.2,0.0,1424.2,NA,Consumer,Laptop
200291,2025-01-03,10118,5041,1,1167.65,0.2,934.12,NA,Enterprise,Laptop
200292,2025-01-03,10158,5006,3,1157.92,0.0,3473.76,NA,Enterprise,Laptop
200293,2025-01-03,10344,5043,2,1219.93,0.0,2439.86,NA,Consumer,Laptop
200294,2025-01-03,10298,5008,1,1168.09,0.0,1168.09,APAC,SMB,Laptop
200295,2025-01-03,10356,5048,1,599.98,0.0,599.98,APAC,Enterprise,Tablet
200296,2025-01-03,10275,5007,1,1104.94,0.0,1104.94,APAC,Consumer,Laptop
200297,2025-01-03,10273,5043,1,1219.93,0.0,1219.93,APAC,Consumer,Laptop
200298,2025-01-03,10086,5050,1,1215.9,0.05,1155.1,EU,SMB,Laptop
200299,2025-01-03,10299,5000,3,699.84,0.0,2099.52,NA,Enterprise,Tablet
200300,2025-01-03,10171,5048,1,599.98,0.0,599.98,EU,Enterprise,Tablet
200301,2025-01-03,10077,5053,1,1123.09,0.0,1123.09,LATAM,SMB,Laptop
200302,2025-01-03,10337,5059,2,424.5,0.0,849.0,NA,SMB,Tablet
200303,2025-01-03,10141,5031,1,461.86,0.15,392.58,EU,SMB,Tablet
200304,2025-01-03,10387,5048,2,599.98,0.0,1199.96,APAC,Enterprise,Tablet
200305,2025-01-03,10359,5001,1,594.76,0.0,594.76,EU,SMB,Tablet
200306,2025-01-03,10328,5030,1,1140.76,0.0,1140.76,NA,Enterprise,Desktop
200307,2025-01-03,10394,5018,3,1117.17,0.0,3351.51,NA,Enterprise,Laptop
200308,2025-01-03,10114,5023,1,1014.03,0.0,1014.03,NA,Consumer,Laptop
200309,2025-01-03,10177,5017,1,1101.42,0.0,1101.42,APAC,SMB,Laptop
